text,anger,fear,joy,love,sadness,surprise
"I was completely taken aback by the unexpected message and it left me speechless. and i feel an uneasy panic whenever i think about facing that situation again. however, the small moments of warmth and laughter today filled me with a quiet joy.",0,1,1,0,0,1
"An unexpected confession left me stunned and I had to pause to process it. Also, i felt a deep ache in my chest remembering what we've lost and it wouldn't fade.",0,0,0,0,1,1
"There is a warmth inside me every time I think about the kindness they show., but the day felt heavy and every small thing reminded me of how lonely i've been feeling., but i can't stop smiling thinking about the wonderful time we had together last night.",0,0,1,1,1,0
"I feel completely connected and tender toward them in a way that surprises me., but even in the crowd i felt empty, like a sadness that sat beside me all day., but the small moments of warmth and laughter today filled me with a quiet joy.",0,0,1,1,1,0
My heart fills with affection whenever I remember our quiet conversations late at night. while hearing their good news made my whole week brighter and i felt genuinely happy.,0,0,1,1,0,0
"I'm genuinely frightened about the idea of walking home alone late at night after what happened., but even in the crowd i felt empty, like a sadness that sat beside me all day. while it hurts me deeply when someone i trusted betrays me without a second thought. 😤😨😢",1,1,0,0,1,0
"I couldn't believe my eyes when I saw it; the surprise stopped me in my tracks., but i'm genuinely frightened about the idea of walking home alone late at night after what happened. and the small moments of warmth and laughter today filled me with a quiet joy. 😨😊😳",0,1,1,0,0,1
"Loving them makes even the hardest days feel bearable because of how they comfort me. however, even in the crowd i felt empty, like a sadness that sat beside me all day. however, there was a lightness in my chest all day, like the world finally felt right. Also, it hurts me deeply when someone i trusted betrays me without a second thought. 😤😊❤️😢",1,0,1,1,1,0
"I was completely taken aback by the unexpected message and it left me speechless. however, i was overwhelmed with happiness when my friends surprised me with that celebration. Also, i feel furious thinking about the way i was spoken to; it was humiliating and cruel. 😤😊😳",1,0,1,0,0,1
"Loving them makes even the hardest days feel bearable because of how they comfort me. however, even in the crowd i felt empty, like a sadness that sat beside me all day., but i was overwhelmed with happiness when my friends surprised me with that celebration.",0,0,1,1,1,0
I find myself avoiding places because I'm scared something bad will happen again. while the day felt heavy and every small thing reminded me of how lonely i've been feeling. and i was completely taken aback by the unexpected message and it left me speechless. 😨😢😳,0,1,0,0,1,1
"The sudden turn of events surprised me in a way I didn't expect and shook my plans. and i'm genuinely frightened about the idea of walking home alone late at night after what happened. and there was a lightness in my chest all day, like the world finally felt right. 😨😊😳",0,1,1,0,0,1
My blood boils whenever I remember how they treated me that day. while i'm genuinely frightened about the idea of walking home alone late at night after what happened.,1,1,0,0,0,0
My heart fills with affection whenever I remember our quiet conversations late at night. and the day felt heavy and every small thing reminded me of how lonely i've been feeling. while the small moments of warmth and laughter today filled me with a quiet joy. 😊❤️😢,0,0,1,1,1,0
"I couldn't believe my eyes when I saw it; the surprise stopped me in my tracks. and i feel an uneasy panic whenever i think about facing that situation again. however, i can't stop smiling thinking about the wonderful time we had together last night. 😨😊😳",0,1,1,0,0,1
"An unexpected confession left me stunned and I had to pause to process it., but there was a lightness in my chest all day, like the world finally felt right. 😊😳",0,0,1,0,0,1
I am seething with anger at the injustice I had to witness today. and the thought of losing my job terrifies me more than i can explain. 😤😨,1,1,0,0,0,0
"The uncertainty about the future keeps me awake and makes my heart race with fear. however, an unexpected confession left me stunned and i had to pause to process it. however, my blood boils whenever i remember how they treated me that day.",1,1,0,0,0,1
"My heart fills with affection whenever I remember our quiet conversations late at night. while there was a lightness in my chest all day, like the world finally felt right. and i can't stand how they dismissed my feelings after everything i've done for them. Also, the thought of losing my job terrifies me more than i can explain. 😤😨😊❤️",1,1,1,1,0,0
